County,Chemical,Total Transfers,Total Releases
Noble,Xylene (mixed isomers),0.0,39582.26
Noble,Zinc compounds,0.0,0.0
Orange,Styrene,0.0,2760.0
Parke,Lead,0.0,11.68
Perry,Chromium,0.0,0.0
Perry,Diisocyanates,0.0,15.0
Perry,Lead compounds,0.0,43418.0
Perry,Manganese compounds,0.0,441044.0
Perry,Methanol,0.0,21201.0
Perry,Nickel,0.0,6313.0
Perry,Toluene,0.0,50169.0
Perry,Xylene (mixed isomers),0.0,27913.0
Perry,Zinc compounds,0.0,1794721.0
Pike,Ammonia,0.0,852.78
Pike,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,82163.0
Pike,Lead  And Lead Compounds,0.0,484.94
Pike,Naphthalene,0.0,0.0
Pike,Polycyclic aromatic compounds,0.0,13.4
Pike,Zinc compounds,0.0,3243.12
Porter,"1,2,4-Trimethylbenzene",0.0,7726.0
Porter,Ammonia,427.5,389239.82
Porter,Certain glycol ethers,0.0,27936.0
Porter,Chromium,0.86,17161.88
Porter,Copper,2.353,10229.623
Porter,Ethylbenzene,0.0,1560.161
Porter,Ethylene glycol,0.0,9.092
Porter,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,31162.0
Porter,Lead,0.03,1296.723
Porter,Lead  And Lead Compounds,0.0,79238.5
Porter,Lead compounds,0.0,0.151
Porter,Manganese,4.61,13383.03
Porter,Manganese compounds,0.0,151.71
Porter,Methanol,0.0,37553.977
Porter,Naphthalene,0.0,22290.0
Porter,Nickel,1.736,4138.276
Porter,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,4455.0
Porter,Polycyclic aromatic compounds,0.0,4081.0
Porter,Styrene,0.0,9011.151
Porter,Toluene,0.0,9802.61
Porter,Xylene (mixed isomers),0.0,5270.0
Porter,Zinc compounds,24.973,2491939.439
Porter,n-Hexane,0.0,0.0
Posey,"1,2,4-Trimethylbenzene",0.0,628.0
Posey,Ammonia,0.0,19669.0
Posey,Certain glycol ethers,0.0,1001.0
Posey,Chromium,0.0,414.0
Posey,Ethylbenzene,0.0,7023.0
Posey,Ethylene glycol,0.0,1503.0
Posey,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,35774.0
Posey,Lead compounds,0.0,8315.921999999999
Posey,Manganese compounds,0.0,29995.2
Posey,Methanol,0.0,61866.0
Posey,Naphthalene,0.0,110.95
Posey,Nickel,0.0,1708.0
Posey,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,1428038.0
Posey,Nitric acid,0.0,0.0
Posey,Polycyclic aromatic compounds,0.0,5607.574
Posey,Styrene,0.0,93.0
Posey,Toluene,0.0,59966.0
Posey,Xylene (mixed isomers),0.0,2118.0
Posey,Zinc compounds,0.0,41972.0
Posey,n-Hexane,0.0,527201.0
Pulaski,Chromium,0.29,6.302
Pulaski,Nitrate compounds (water dissociable; reportable only when in aqueous solution),1630.1,163.01
Pulaski,Zinc compounds,5.16,3496.16
Putnam,"1,2,4-Trimethylbenzene",0.0,130.0
Putnam,Certain glycol ethers,0.0,132.0
Putnam,Diisocyanates,0.0,15263.0
Putnam,Ethylbenzene,0.0,232.0
Putnam,Ethylene glycol,0.0,40.0
Putnam,Lead  And Lead Compounds,0.0,8347.4
Putnam,Methanol,0.0,185.0
Putnam,Naphthalene,0.0,160.0
Putnam,Polycyclic aromatic compounds,0.0,391.4
Putnam,Styrene,0.0,186.0
Putnam,Toluene,0.0,755.0
Putnam,Xylene (mixed isomers),0.0,2565.0
Putnam,Zinc compounds,0.0,7318.0
Putnam,n-Hexane,0.0,2634.0
Randolph,Chromium,0.0,10.0
Randolph,Copper,0.0,10.0
Randolph,Lead  And Lead Compounds,0.0,1150.12
Randolph,Manganese,0.0,10.0
Randolph,Methanol,0.0,1855.85
Randolph,Nickel,0.0,15.0
Randolph,n-Hexane,0.0,5920.71
Ripley,"1,2,4-Trimethylbenzene",0.0,38813.27
Ripley,Chromium,0.0,0.62
Ripley,Copper,8.35,112.39999999999999
Ripley,Lead,2.2,773.9
Ripley,Lead compounds,0.0,29.4
Ripley,Manganese,10.0,115.49
Ripley,Nickel,0.0,0.52
Ripley,Polycyclic aromatic compounds,0.0,0.1
Ripley,Zinc compounds,60.0,16310.0
Rush,Copper,0.0,0.0
Rush,Lead,0.0,112.834
Rush,Manganese,0.0,4916.714
Scott,Polycyclic aromatic compounds,0.0,0.03
Scott,Toluene,0.0,2387.0
Scott,Zinc compounds,0.0,8.3
Shelby,Ammonia,58.3,374381.48
Shelby,Chromium,0.4,316.72
Shelby,Copper,6.9,10334.79
Shelby,Diisocyanates,0.0,310.0
Shelby,Ethylbenzene,0.0,2599.0
Shelby,Lead,0.4,293.44
Shelby,Manganese,2.1,743.06
Shelby,Methanol,0.0,50658.0
Shelby,Nickel,2.1,1467.3000000000002
Shelby,Polycyclic aromatic compounds,0.0,0.03
Shelby,Styrene,0.0,115561.0
Shelby,Xylene (mixed isomers),0.0,4036.0
Shelby,Zinc compounds,0.0,528.431
Shelby,n-Hexane,2.09,682288.396
Spencer,Ammonia,0.0,12365.0
Spencer,Chromium,0.0,460472.8
Spencer,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,26308.0
Spencer,Lead,0.0,23.9
Spencer,Lead compounds,0.0,10026.5
Spencer,Manganese,0.0,593.97
Spencer,Manganese compounds,0.0,52499.0
Spencer,Nickel,0.0,197334.0
Spencer,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,7322156.0
Spencer,Nitric acid,0.0,460.0
Spencer,Polycyclic aromatic compounds,0.0,1.7
Spencer,Zinc compounds,0.0,29727.0
St. Joseph,"1,2,4-Trimethylbenzene",0.0,5414.0
St. Joseph,Certain glycol ethers,874.0,6735.92
St. Joseph,Chromium,15.17,46.977
St. Joseph,Copper,0.229,195.656
St. Joseph,Diisocyanates,0.0,0.0
St. Joseph,Ethylbenzene,0.0,1694.0
St. Joseph,Ethylene glycol,0.0,1419.0
St. Joseph,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,1639.64
St. Joseph,Lead,2.6719999999999997,13.691
St. Joseph,Lead compounds,40.71,626.56
St. Joseph,Manganese,73.3,866.025
St. Joseph,Manganese compounds,486.67999999999995,5505.67
St. Joseph,Methanol,0.0,2181.94
St. Joseph,Naphthalene,0.0,1473.0
St. Joseph,Nickel,29.97,42.9
St. Joseph,Nitrate compounds (water dissociable; reportable only when in aqueous solution),20389.0,20389.0
St. Joseph,Nitric acid,0.0,940.4
St. Joseph,Styrene,0.0,114222.0
St. Joseph,Xylene (mixed isomers),0.0,4180.0
St. Joseph,Zinc compounds,1401.08,189538.31
Starke,Chromium,0.0,20.0
Starke,Copper,0.0,116.0
Starke,Manganese,0.0,338.0
Starke,Nickel,0.0,133.0
Steuben,"1,2,4-Trimethylbenzene",0.0,620.0
Steuben,Chromium,0.0,19.0
Steuben,Copper,0.0,45.595
Steuben,Lead,0.0,23.401
Steuben,Manganese,0.0,85.8
Steuben,Naphthalene,0.0,371.7
Steuben,Nickel,0.0,14.0
Steuben,Polycyclic aromatic compounds,0.0,39.899
Steuben,Xylene (mixed isomers),0.0,74609.0
Steuben,Zinc compounds,0.0,15814.187
Sullivan,Ammonia,0.0,48715.9
Sullivan,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,124359.0
Sullivan,Lead,0.164,2.269
Sullivan,Lead  And Lead Compounds,0.0,42837.86
Sullivan,Lead compounds,0.0,172.65
Sullivan,Manganese,0.0,164.934
Sullivan,Naphthalene,0.0,0.0
Sullivan,Zinc compounds,0.0,185199.14
Tippecanoe,"1,2,4-Trimethylbenzene",5.0,119385.6
Tippecanoe,Ammonia,2589.65,42683.86
Tippecanoe,Certain glycol ethers,5.0,208415.4
Tippecanoe,Chromium,2.87,353.853
Tippecanoe,Copper,25.26,3214.45
Tippecanoe,Diisocyanates,0.0,0.0
Tippecanoe,Ethylbenzene,5.0,23786.4
Tippecanoe,Ethylene glycol,0.0,673.0
Tippecanoe,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,668.29
Tippecanoe,Lead,1.58,351.80199999999996
Tippecanoe,Lead  And Lead Compounds,0.0,0.0
Tippecanoe,Lead compounds,0.0,175.6
Tippecanoe,Manganese,52.86,647.65
Tippecanoe,Manganese compounds,0.0,0.0
Tippecanoe,Methanol,10667.0,9043.36
Tippecanoe,Naphthalene,5.0,9745.5
Tippecanoe,Nickel,0.0,110.283
Tippecanoe,Nitrate compounds (water dissociable; reportable only when in aqueous solution),3779119.0,685759.8999999999
Tippecanoe,Nitric acid,0.0,0.0
Tippecanoe,Toluene,5.0,41992.7
Tippecanoe,Xylene (mixed isomers),5.0,34484.0
Tippecanoe,Zinc compounds,252.5,120002.5
Tippecanoe,n-Hexane,713.79,330983.85
Union,Certain glycol ethers,0.0,6740.0
Union,Ethylbenzene,0.0,5128.0
Union,Xylene (mixed isomers),0.0,16184.0
Vanderburgh,"1,2,4-Trimethylbenzene",0.0,5602.0
Vanderburgh,Certain glycol ethers,0.0,20240.0
Vanderburgh,Chromium,0.0,44.0
Vanderburgh,Diisocyanates,0.0,1269.0
Vanderburgh,Ethylbenzene,0.0,2020.0
Vanderburgh,Lead,1.0,17.04
Vanderburgh,Lead  And Lead Compounds,120.0,120.0
Vanderburgh,Lead compounds,0.0,0.945
Vanderburgh,Manganese compounds,0.0,0.0
Vanderburgh,Naphthalene,0.0,1334.0
Vanderburgh,Nickel,0.0,17.1
Vanderburgh,Nitrate compounds (water dissociable; reportable only when in aqueous solution),14466.2,1496.6
Vanderburgh,Nitric acid,0.0,1376.0
Vanderburgh,Polycyclic aromatic compounds,0.0,0.0
Vanderburgh,Toluene,0.0,6596.0
Vanderburgh,Xylene (mixed isomers),0.0,6358.0
Vanderburgh,Zinc compounds,750.0,3621.64
Vanderburgh,n-Hexane,0.0,630.0
Vermillion,Ammonia,0.0,13380.0
Vermillion,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,85000.0
Vermillion,Lead  And Lead Compounds,0.0,35102.52
Vermillion,Lead compounds,0.0,34.862
Vermillion,Methanol,0.0,23013.0
Vermillion,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,113700.0
Vermillion,Polycyclic aromatic compounds,0.0,2.7
Vermillion,Zinc compounds,0.0,121368.0
Vigo,"1,2,4-Trimethylbenzene",0.0,0.0
Vigo,Ammonia,34874.79,15034.786
Vigo,Certain glycol ethers,0.0,0.0
Vigo,Chromium,0.366,183.211
Vigo,Ethylbenzene,0.0,0.0
Vigo,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,596.0
Vigo,Lead,0.0,5148.89
Vigo,Lead  And Lead Compounds,0.0,0.052000000000000005
Vigo,Manganese,0.0,674.93
Vigo,Manganese compounds,0.0,0.0
Vigo,Methanol,0.0,255.87
Vigo,Nickel,1.9,65.045
Vigo,Nitrate compounds (water dissociable; reportable only when in aqueous solution),133596.0,0.0
Vigo,Nitric acid,0.0,93.9
Vigo,Toluene,0.0,0.0
Vigo,Xylene (mixed isomers),0.0,0.0
Vigo,Zinc compounds,14.4,49.8
Vigo,n-Hexane,0.0,0.0
Wabash,Ammonia,0.0,24868.0
Wabash,Copper,0.0,276.87
Wabash,Diisocyanates,0.0,2.0
Wabash,Lead,0.0,709.9649999999999
Wabash,Lead  And Lead Compounds,2.8,7700.3
Wabash,Lead compounds,49.0,99.0
Wabash,Manganese,0.0,0.0
Wabash,Manganese compounds,0.0,0.0
Wabash,Methanol,0.0,1670.0
Wabash,Toluene,0.0,0.0
Wabash,Zinc compounds,465.4,121488.4
Wabash,n-Hexane,0.0,3239.0
Warrick,"1,2,4-Trimethylbenzene",0.0,2400.0
Warrick,Ammonia,0.0,262.0
Warrick,Certain glycol ethers,0.0,9900.0
Warrick,Ethylbenzene,0.0,2300.0
Warrick,Ethylene glycol,0.0,3100.0
Warrick,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,134999.0
Warrick,Lead compounds,0.0,44364.9
Warrick,Manganese compounds,0.0,162175.84
Warrick,Naphthalene,0.0,890.0
Warrick,Polycyclic aromatic compounds,0.0,341.61
Warrick,Toluene,0.0,6300.0
Warrick,Xylene (mixed isomers),0.0,14416.0
Warrick,Zinc compounds,0.0,90720.0
Washington,Chromium,0.0,5.0
Washington,Copper,0.0,1475.0
Washington,Lead,0.0,10.0
Washington,Manganese,0.0,0.0
Washington,Nickel,0.0,5.0
Washington,Zinc compounds,0.0,801.0
Wayne,"1,2,4-Trimethylbenzene",0.0,430.0
Wayne,Ammonia,0.0,97728.0
Wayne,Certain glycol ethers,0.0,550.0
Wayne,Chromium,0.0,114.02
Wayne,Copper,0.0,390.71999999999997
Wayne,Lead,0.0,3.24
Wayne,Lead  And Lead Compounds,8.03,442.712
Wayne,Manganese,0.0,717.3
Wayne,Manganese compounds,0.0,0.0
Wayne,Nickel,0.0,11.43
Wayne,Nitrate compounds (water dissociable; reportable only when in aqueous solution),80134.0,0.0
Wayne,Nitric acid,0.0,0.0
Wayne,Xylene (mixed isomers),0.0,156.0
Wayne,Zinc compounds,52.87,8495.84
Wells,Chromium,0.26,11.03
Wells,Copper,0.26,19.26
Wells,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,21156.0
Wells,Lead,0.26,4.57
Wells,Lead compounds,0.0,0.0
Wells,Manganese,0.26,10.26
Wells,Manganese compounds,0.0,0.0
Wells,Methanol,0.0,809.0
Wells,Nickel,0.0,0.0
Wells,Toluene,0.0,19.0
Wells,Zinc compounds,0.0,0.0
Wells,n-Hexane,0.0,6330.0
White,Certain glycol ethers,0.0,102584.2
White,Chromium,4.1,4.1
White,Lead,3.95,3.97
White,Manganese,0.0,0.0
Whitley,Certain glycol ethers,0.0,1.0
Whitley,Chromium,5.31,7.803
Whitley,Copper,1.93,16.93
Whitley,Diisocyanates,0.0,0.0
Whitley,Ethylbenzene,0.0,19.0
Whitley,Lead,0.252,0.252
Whitley,Lead compounds,7.0,736.091
Whitley,Manganese,0.0,26.0
Whitley,Manganese compounds,0.0,4257.0
Whitley,Nickel,10.023,10.025
Whitley,Toluene,0.0,1333.0
Whitley,Xylene (mixed isomers),0.0,49.0
Whitley,Zinc compounds,122.1,25845.101000000002
