County,Chemical,Total Transfers,Total Releases,Length of Life Z-Score,Length of Life Rank,Quality of Life Z-Score,Quality of Life Rank,Health Behaviors Z-Score,Health Behaviors Rank,Clinical Care Z-Score,Clinical Care Rank,Social and Economica Factors Z-Score,Social and Economic Factors Rank,Physical Environment Z-Score,Physical Environment Rank,Deaths,Years of Potential Life Lost
DeKalb,Chromium,0.71,536.447,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Copper,0.0,2042.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Diisocyanates,0.0,1570.59,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Ethylbenzene,0.0,4650.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Ethylene glycol,220.0,1261.53,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,69.037,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Lead,0.04,4339.173,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Lead  And Lead Compounds,0.0,0.011,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Lead compounds,0.0,13241.19,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Manganese,41.6,4158.325,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Manganese compounds,0.0,269986.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Naphthalene,0.0,6616.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Nickel,13.43,766.772,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,0.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Nitric acid,0.0,0.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Styrene,0.0,105142.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Toluene,0.0,68599.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Xylene (mixed isomers),0.0,53556.0,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
DeKalb,Zinc compounds,442.02,233596.08,-0.109897639,39,-0.280746058,19,-0.023091497,40,-0.038387202,34,-0.226334597,15,-0.03306081,16,646,8333.7855442
Delaware,"1,2,4-Trimethylbenzene",0.0,4.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Certain glycol ethers,0.0,0.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Chromium,1.18,4494.91,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Copper,6.86,88.22,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Diisocyanates,0.0,0.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Ethylbenzene,0.0,29.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Ethylene glycol,0.0,0.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Lead,0.93,2.707,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Lead  And Lead Compounds,57.398,920115.065,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Manganese,90.82,271.62,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Naphthalene,0.0,4.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Nickel,0.44,7292.32,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Polycyclic aromatic compounds,0.0,0.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Styrene,0.0,23560.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Toluene,0.0,370.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Xylene (mixed isomers),0.0,152.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,Zinc compounds,0.0,1546.05,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Delaware,n-Hexane,0.0,450.0,0.6175246473,82,0.4689866074,83,0.0744205527,60,-0.031670451,37,0.1931470191,72,-0.014211896,36,1983,10901.98189
Dubois,Chromium,0.0,0.0,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Copper,0.0,0.0,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Diisocyanates,0.0,0.0,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Ethylbenzene,0.0,17765.81,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,0.0,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Nitric acid,0.0,0.0,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Toluene,0.0,36618.11,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Dubois,Xylene (mixed isomers),0.0,86024.16,-0.882548436,3,-0.148293976,32,-0.113251457,21,-0.130593735,12,-0.344504712,6,-0.030045435,18,486,5605.9079521
Elkhart,"1,2,4-Trimethylbenzene",0.0,6585.95,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Certain glycol ethers,139.0,32863.43,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Chromium,18.465,128083.498,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Copper,104.85,8964.396,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Diisocyanates,0.0,15.54,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Ethylbenzene,0.0,13009.2,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Ethylene glycol,0.0,0.0,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Lead,27.603,117.047,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Lead  And Lead Compounds,0.0,0.0,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Lead compounds,6.29,242.29,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Manganese,0.0,56950.495,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Methanol,0.0,25389.0,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Naphthalene,0.0,70.05,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Nickel,41.886,11461.507,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Nitrate compounds (water dissociable; reportable only when in aqueous solution),140762.2,14076.2,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Nitric acid,0.0,1504.04,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Styrene,0.0,870957.1799999999,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Toluene,0.0,134466.0,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Xylene (mixed isomers),0.0,117135.46,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,Zinc compounds,52.0,646173.28,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Elkhart,n-Hexane,0.0,8118.0,-0.397258919,20,-0.104035943,38,-0.041820722,32,0.0937361913,74,-0.023209049,48,-0.060521707,5,2496,7319.2439193
Fayette,"1,2,4-Trimethylbenzene",0.0,1046.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Certain glycol ethers,0.0,2526.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Ethylbenzene,0.0,1550.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Lead,0.0,0.04,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Lead compounds,0.0,16290.36,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Methanol,0.0,2234.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Naphthalene,0.0,256.95,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Nickel,0.0,56.1,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Styrene,0.0,314.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Toluene,0.0,2962.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,Xylene (mixed isomers),0.0,8676.0,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Fayette,n-Hexane,0.0,103.83,1.3105373174,92,0.4898603257,85,0.2406701209,86,0.0857166299,71,0.54317497,91,0.020553113,70,498,13348.693574
Floyd,Copper,133.7,144.4,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Lead,2.7,6.3,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Lead  And Lead Compounds,0.0,0.08,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Manganese compounds,0.0,1.36,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Nickel,82.3,99.0,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Nitrate compounds (water dissociable; reportable only when in aqueous solution),74766.0,7736.6,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Nitric acid,5.0,105.0,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Floyd,Zinc compounds,0.0,0.0,0.2083906199,63,-0.086136625,40,-0.206446804,9,-0.143897292,8,-0.13853978,25,0.0180870687,65,1278,9457.516228
Fountain,Chromium,5.0,11190.01,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Diisocyanates,0.0,15.6,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Ethylbenzene,0.0,8082.0,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Lead,5.0,439.461,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Lead  And Lead Compounds,0.274,866.091,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Lead compounds,11.5,11.5,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Manganese,5.0,10365.18,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Naphthalene,0.0,19461.55,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Nickel,5.0,8987.0,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Toluene,0.0,5292.4,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Xylene (mixed isomers),0.0,61928.0,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Fountain,Zinc compounds,19.6,53.7,0.3186331284,70,0.0075289002,47,0.0639231568,56,0.1364125045,82,-0.037407807,45,0.0435113224,83,298,9846.7322488
Franklin,Ethylene glycol,0.0,213.0,-0.004625887,47,-0.234920012,24,-0.142169677,17,-0.037827502,35,-0.107938647,32,0.0038203199,52,331,8705.4520886
Franklin,Lead compounds,0.0,78.08,-0.004625887,47,-0.234920012,24,-0.142169677,17,-0.037827502,35,-0.107938647,32,0.0038203199,52,331,8705.4520886
Franklin,Polycyclic aromatic compounds,0.0,69.472,-0.004625887,47,-0.234920012,24,-0.142169677,17,-0.037827502,35,-0.107938647,32,0.0038203199,52,331,8705.4520886
Fulton,Copper,0.0,11818.17,0.5450539136,80,0.3790340623,80,0.101692743,64,0.0237601439,56,0.0347932732,55,-0.036500516,14,389,10646.12078
Fulton,Diisocyanates,0.0,32.64,0.5450539136,80,0.3790340623,80,0.101692743,64,0.0237601439,56,0.0347932732,55,-0.036500516,14,389,10646.12078
Fulton,Lead,0.0,70.27,0.5450539136,80,0.3790340623,80,0.101692743,64,0.0237601439,56,0.0347932732,55,-0.036500516,14,389,10646.12078
Fulton,Manganese,0.0,4946.11,0.5450539136,80,0.3790340623,80,0.101692743,64,0.0237601439,56,0.0347932732,55,-0.036500516,14,389,10646.12078
Fulton,Styrene,0.0,101481.61,0.5450539136,80,0.3790340623,80,0.101692743,64,0.0237601439,56,0.0347932732,55,-0.036500516,14,389,10646.12078
Gibson,"1,2,4-Trimethylbenzene",0.0,62661.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Ammonia,0.0,3200.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Certain glycol ethers,0.0,5849.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Chromium,9.0,568.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Copper,0.0,0.844,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Diisocyanates,0.0,400.975,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Ethylbenzene,0.0,3221.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Ethylene glycol,0.0,65.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.0,160000.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Lead,0.0,0.05,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Lead  And Lead Compounds,0.0,110162.6,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Lead compounds,20.0,964.2,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Manganese compounds,87.0,697.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Methanol,0.0,15701.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Naphthalene,0.0,1256.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Nitrate compounds (water dissociable; reportable only when in aqueous solution),98713.0,12995.3,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Nitric acid,172061.0,0.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Polycyclic aromatic compounds,0.0,6.5,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Toluene,0.0,4321.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Xylene (mixed isomers),0.0,17754.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Gibson,Zinc compounds,185.0,397383.0,-0.256996332,28,-0.119991701,36,-0.042220708,31,-0.13476851,11,-0.166532314,22,-0.01733803,34,483,7814.4471447
Grant,Ammonia,0.0,0.0,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Chromium,0.0,33.5,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Copper,6.95,39.95,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Diisocyanates,0.0,0.0,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Ethylbenzene,0.0,3485.462,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Ethylene glycol,0.0,590.961,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Lead,0.0,116.77,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Lead compounds,0.94,5203.18,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Manganese,0.0,449.06,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Methanol,0.0,7893.174,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Nickel,0.0,28.380000000000003,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Toluene,0.0,44206.09,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Xylene (mixed isomers),0.0,22625.637,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Grant,Zinc compounds,26.26,6315.26,1.0102555764,89,0.687431517,88,0.1388749076,74,-0.008424222,45,0.316771023,80,0.0151848605,62,1350,12288.535692
Greene,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,8291.0,0.0911005688,54,0.3345798906,78,0.1053879716,67,0.0776274611,69,0.1153873087,66,-0.012462088,38,563,9043.4185489
Hamilton,"1,2,4-Trimethylbenzene",0.0,48.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Certain glycol ethers,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Chromium,0.0,13.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Diisocyanates,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Ethylbenzene,0.0,58.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Ethylene glycol,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Lead,0.05,50.05,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Lead  And Lead Compounds,0.0,0.026,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Manganese,0.0,280.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Methanol,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Naphthalene,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Nickel,0.0,6.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Nitric acid,0.0,0.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Styrene,0.0,17337.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Toluene,0.0,385.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Xylene (mixed isomers),0.0,232.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,Zinc compounds,5.0,4804.99,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hamilton,n-Hexane,0.0,627.0,-1.277486072,1,-1.249748186,1,-0.795630251,1,-0.343701048,1,-0.715055286,1,0.0621234004,88,2333,4211.5632759
Hancock,"1,2,4-Trimethylbenzene",0.0,1516.0,-0.700092996,6,-0.638804644,5,-0.196064068,10,-0.18790387,4,-0.448655378,4,0.0075982369,56,926,6250.0749032
